ID_ALOJAMIENTO,TITULO_ALOJAMIENTO,TIPO_ALOJAMIENTO,ESPACIO_ALOJAMIENTO,UBICACION,PRECIO_USD,MAX_HUESPEDES,CANTIDAD_HABITACIONES,CANTIDAD_CAMAS,CANTIDAD_BAÑOS,ES_SUPER_ANFITRION,CANTIDAD_EVALUACIONES,CALIFICACION_GENERAL,CALIFICACION_LIMPIEZA,CALIFICACION_VERACIDAD,CALIFICACION_LLEGADA,CALIFICACION_COMUNICACION,CALIFICACION_UBICACION,CALIFICACION_CALIDAD_PRECIO,FLAG_RESERV_INMEDIATA,FLAG_LLEGADA_AUTONOMA,FLAG_CANCELAC_GRATUITA,FLAG_ACEPT_MASCOTAS
1.05656E+18,"Ultravioleta Cabarete, residencia superior de 2 dormitorios",Apartotel,Alojamiento entero,Puerto Plata,350,4,2,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
22349817,Apartamento de dos habitaciones dos baños,Apartamento,Alojamiento entero,La Romana,60,4,2,2,1,0,12,4.58,4.8,4.5,4.9,4.9,4.3,4.6,1,1,1,1
1.03446E+18,B202 Aguacate,Alojamiento,Alojamiento entero,Puerto Plata,37,2,1,No encontrado,1,1,4,5,5,5,5,5,4.8,4.8,1,1,0,0
6.41494E+17,Juan Dolio Paradise,Apartamento,Alojamiento entero,Juan Dolio,80,6,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
20279813,villa vivero casa de campo,Apartamento,Alojamiento entero,La Romana,650,11,4,8,No encontrado,0,No encontrado,No encontrado,4.7,4.8,4.7,4.7,4.9,4.7,0,1,1,1
52577235,Rayos de Sol,Alojamiento,Alojamiento entero,Puerto Plata,90,6,2,4,2,0,63,4.7,4.6,4.7,4.7,4.5,4.8,4.8,1,1,1,0
11588613,New Studio Ocean View 601-A (sexto piso),Apartamento,Alojamiento entero,Santo Domingo,75,2,1,No encontrado,1,0,18,4.39,4.7,4.6,4.7,4.7,4.7,4.7,1,1,1,0
7.36368E+17,"3 dormitorios, barbacoa, piscina PVT, villa de gran capacidad para 4 dormitorios",Apartotel,Alojamiento entero,Guayacanes,225,16,3,14,4,0,12,4.75,4.5,4.9,4.6,4.8,4.8,4.7,0,1,0,1
8.04456E+17,La casa de tu sueño,Apartamento,Alojamiento entero,Puerto Plata,110,8,4,No encontrado,No encontrado,0,5,4.6,4.8,4.8,5,5,4.8,4.8,0,1,1,1
1.16263E+18,Retiro en una habitación privada en Boca Chica,Hotel,Habitación,Santo Domingo,23,No encontrado,2,No encontrado,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
1.15283E+18,Amoroso para 4,Apartamento,Alojamiento entero,Samaná,40,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
9.88406E+17,Apartamento en rivera Colonial,Apartotel,Alojamiento entero,Santo Domingo,88,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
1.01871E+18,"Casa de León I- Zona Colonial, DR",Apartamento,Alojamiento entero,Santo Domingo,115,6,2,4,1,0,3,5,5,5,5,5,5,5,0,0,1,0
7999690,Casa Azul Apartamento Loft,Alojamiento,Alojamiento entero,Puerto Plata,32,4,1,2,2,1,54,4.96,4.9,4.9,5,5,4.7,4.9,1,1,0,0
8.11528E+17,Apartamento de lujo de 2 dormitorios en un centro vacacional frente a la playa,Apartamento,Alojamiento entero,Puerto Plata,285,6,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
51860464,Apartamento en Playa Dorada,Apartamento,Alojamiento entero,Puerto Plata,125,4,1,2,1,0,7,4.86,4.7,4.7,5,5,5,4.7,1,1,1,0
9.46992E+17,Villa 869B Casa Linda,Villa,Alojamiento entero,Puerto Plata,190,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
9.47787E+17,Estudio Harmonieuze en Encuentro,Apartotel,Alojamiento entero,Puerto Plata,48,2,1,1,1,0,No encontrado,No encontrado,5,5,5,5,5,5,0,0,1,0
9.32708E+17,412 T2 - Alojamiento Boca Chica,Alojamiento,Alojamiento entero,Santo Domingo,55,4,2,3,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
5.74356E+17,Casa con piscina y patio exclusivo (Portes 4),Villa,Alojamiento entero,Santo Domingo,80,2,1,1,1,0,51,4.71,4.7,4.8,4.7,4.7,4.8,4.7,0,1,1,0
39443911,Apartamento Los Anturios en Bayardo - Puerto Plata,Apartamento,Alojamiento entero,Puerto Plata,42,2,1,1,1,1,72,4.92,4.9,4.9,4.9,5,4.9,4.9,1,0,1,1
7.83285E+17,Villa 2BD con piscina en residencia de lujo,Apartotel,Alojamiento entero,Puerto Plata,285,5,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
9.37796E+17,Luxury Villa Tavares Bautistas,Apartamento,Alojamiento entero,Puerto Plata,193,8,3,3,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
39755655,"Cute Studio, Cabarete centro 2mn de la playa!",Apartamento,Alojamiento entero,Puerto Plata,65,2,No encontrado,2,1,0,14,4.93,5,5,5,4.9,5,4.8,0,1,0,0
7.32044E+17,Alojamiento vacacional Silver Stay Mountain.,Apartamento,Alojamiento entero,Puerto Plata,49,4,2,No encontrado,2,1,14,5,4.8,4.9,4.9,4.9,4.9,5,0,1,1,0
9.61028E+17,confortable apartamento,Apartotel,Alojamiento entero,Juan Dolio,60,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
8.35013E+17,especial para una experiencia de relajación completa,Apartamento,Alojamiento entero,Puerto Plata,443,5,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
1.00933E+18,"Vista a la piscina tropical, Loop delantero",Apartamento,Alojamiento entero,Puerto Plata,177,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
1.08643E+18,Habitación majestuosa en Cofresi Beach,Hotel,Habitación,Puerto Plata,160,2,1,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
47557993,"Moderna espaciosa villa de 7 dormitorios en los CDC con piscina, jacuzzi",Casa,Alojamiento entero,La Romana,3953,16,7,9,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
7.83384E+17,"Villa apta para huéspedes de 4 dormitorios con piscina privada, deportes",Hotel,Alojamiento entero,Puerto Plata,310,9,4,4,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
45349653,"Amplia, Comoda y Segura, pensamos en ti.",Casa,Alojamiento entero,Bayahibe,376,12,4,6,5,0,48,4.48,4.5,4.5,4.7,4.7,4.8,4.5,0,1,1,0
8.51964E+17,San Marino Beach Apartment in Puerto Plata,Cabaña,Alojamiento entero,Puerto Plata,175,6,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.08979E+18,Departamento exclusivo con vista al mar,Apartotel,Alojamiento entero,Punta Cana,232,6,3,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.07696E+18,apartamento las olas 515,Hotel,Alojamiento entero,Guayacanes,175,6,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
45506101,Espectacular paraíso en Juan Dolio piscina de lujo,Apartamento,Alojamiento entero,Juan Dolio,250,11,3,7,2,0,64,4.44,4.5,4.5,4.6,4.7,4.7,4.4,1,1,1,1
12753135,Villa dentro de MetroCountry Club,Apartotel,Alojamiento entero,Juan Dolio,280,8,4,7,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.0089E+18,APARTAMENTO 304B cerca de la playa,Apartamento,Alojamiento entero,Juan Dolio,82,5,2,3,2,0,5,4.8,4.8,4.8,5,4.8,5,5,1,1,0,0
7818111,"Club Rolling Stone, hotel frente a la playa, habitación 3",Apartotel,Habitación,Santo Domingo,61,2,1,1,1,0,71,4.52,4.7,4.6,4.8,4.5,4.7,4.6,1,1,0,0
1.05107E+18,El rey del Castro.,Apartamento,Alojamiento entero,Santo Domingo,40,3,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.14276E+18,La Central BEACH,Casa,Alojamiento entero,Punta Cana,76,6,3,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
6.16853E+17,Apart Hotel-Central DE LA CRUZ! #1,Apartamento,Alojamiento entero,Puerto Plata,40,3,1,2,1,1,17,4.88,4.9,4.8,5,5,4.9,4.8,1,0,1,0
6.86881E+17,Residencia Ultravioleta Cabarete de 1 dormitorio,Apartotel,Alojamiento entero,Puerto Plata,212,2,1,1,1,1,6,5,5,5,5,4.8,5,4.8,1,0,1,0
7.98477E+17,Family Apart. Residencial Sol Caribe,Alojamiento,Alojamiento entero,Bayahibe,No encontrado,6,2,4,2,0,8,4.88,5,4.8,4.8,4.9,4.9,4.5,0,0,1,0
53569629,"Presidental Suites, Puerto Plata 
Dominican Rep",Apartamento,Habitación,Puerto Plata,66,4,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
6.02745E+17,Moderna y exclusiva villa en Playa Dorada,Alojamiento,Alojamiento entero,Puerto Plata,96,5,1,3,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.00848E+17,Hermoso estudio Deluxe de 5 metros en la playa,Apartamento,Alojamiento entero,Puerto Plata,46,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
47869657,Hermosa playa de cabaña junto al mar junto al mar 2 dormitorios,Villa,Alojamiento entero,Puerto Plata,No encontrado,4,2,2,2,1,32,5,4.9,5,4.9,5,5,4.9,0,1,0,0
9.47943E+17,Apartamento con piscina y área recreativa privada,Apartamento,Alojamiento entero,Santo Domingo,75,6,3,4,2,0,5,5,4.4,5,5,5,5,5,0,0,0,0
1.143E+18,Acogedor departamento con vistas al mar / D5,Apartamento,Alojamiento entero,Puerto Plata,60,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
9107824,Casa de huéspedes frente a la playa,Apartotel,Habitación,Santo Domingo,71,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
1.15955E+18,Encuentro surf - turquoise dream,Apartamento,Alojamiento entero,Puerto Plata,68,3,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
40524642,TERRAZA DEL CARIBE LOFT.,Hotel,Alojamiento entero,Santo Domingo,26,3,1,1,1,0,54,4.48,4.3,4.5,4.7,4.7,4.7,4.5,1,1,1,0
8.4293E+17,Casa Bella Jr17,Hotel,Alojamiento entero,Samaná,54,3,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.23224E+17,Estudio de lujo en Cabarete,Apartamento,Habitación,Puerto Plata,85,2,1,No encontrado,1,1,10,4.9,5,5,4.7,5,4.9,4.8,0,0,0,0
45377990,¡Apartamento frente a la playa en Marbella!,Apartamento,Alojamiento entero,Juan Dolio,110,6,2,4,2,1,90,4.77,4.6,4.8,4.8,4.9,5,4.8,1,1,1,0
24325419,"Tavalero Rooms HAB4, Zona Colonial",Apartamento,Habitación,Santo Domingo,26,2,1,1,1,0,111,4.52,4.5,4.5,4.7,4.6,4.7,4.6,1,1,0,0
9.57992E+17,Frente a Playa+Piscinas+Golf+CamaKing+RivieraAzul,Apartamento,Alojamiento entero,Puerto Plata,224,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
1.09605E+18,Hospédate en la Joya de la Zona Colonial,Apartamento,Habitación,Santo Domingo,17,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
47528579,@Marbella BeachFront 2BR ¡Increíble vista del apartamento!,Apartamento,Alojamiento entero,Juan Dolio,179,6,2,5,2,0,23,3.96,3.8,4,4,4.3,4.9,4.1,1,1,1,1
5862079,Hermosa casa colonial cerca de cafeterías y bares,Apartamento,Alojamiento entero,Santo Domingo,160,6,2,3,2,1,356,4.94,5,5,5,5,5,4.9,0,1,0,1
9.61041E+17,Helena Confort. TV/AC/WIFI #8,Villa,Alojamiento entero,Samaná,35,2,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
1.16012E+18,The Crown Suites en Puerto Plata,Apartamento,Alojamiento entero,Puerto Plata,130,5,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
8.74072E+17,Espectacular Apt. frente al mar,Apartotel,Alojamiento entero,Puerto Plata,280,6,2,4,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
7.95345E+17,Estadía Moderna y Tropical The Blue Reef #T,Apartotel,Alojamiento entero,Samaná,85,6,2,4,1,1,6,5,5,5,5,5,4.8,5,1,1,1,0
23120397,Villa frente al mar por El Encuentro Surf Lodge,Apartamento,Alojamiento entero,Puerto Plata,880,14,5,7,5,0,3,5,5,4.7,5,5,5,5,1,0,0,0
1.03407E+18,Apartamento de belleza acogedor y moderno,Apartamento,Alojamiento entero,Santo Domingo,25,2,1,1,1,1,8,4.75,4.9,5,4.9,5,4.4,4.8,0,1,1,0
9.0006E+17,"Villa Refugio Dal Mare, Playa Pascuala, Samaná.",Apartamento,Alojamiento entero,Samaná,110,6,2,4,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
45732544,LUJOSO APARTAMENTO + VISTA AL MAR PARA 6 PERSONAS,Apartamento,Alojamiento entero,Juan Dolio,179,6,2,3,2,1,3,4,3.7,4,3.7,4,4.7,3.7,0,1,0,0
9.0296E+17,"Studio-Beach Club, Playa Dorada.",Apartamento,Alojamiento entero,Puerto Plata,75,3,1,2,1,1,20,4.75,4.8,4.9,4.8,4.8,4.8,4.8,1,0,1,1
8.46542E+17,Acogedor departamento en Playa Dorada,Apartamento,Alojamiento entero,Puerto Plata,110,4,1,2,1,0,4,5,5,5,5,No encontrado,5,5,0,1,1,0
30023512,MODERNO CONDOMINIO FRENTE A LA PLAYA 3BR/4BA,Cabaña,Alojamiento entero,Puerto Plata,450,6,3,4,4,1,7,4.86,5,5,5,4.9,4.9,4.9,0,1,1,0
7.71363E+17,"Beach Hotel, Boca Chica, Santo Domingo Airport",Cabaña,Habitación,Santo Domingo,63,4,1,2,1,0,11,4.82,4.5,4.6,4.6,4.5,4.2,4.6,1,1,0,1
39730863,Alojamiento Acogedor,Villa,Alojamiento entero,Puerto Plata,24,2,1,No encontrado,1,0,5,5,5,4.8,4.8,5,5,4.8,0,0,1,0
8.55642E+17,¡Impresionantes vistas a Playa Sosua!,Apartamento,Alojamiento entero,Puerto Plata,250,10,5,No encontrado,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.04996E+18,Exclusiva villa con vista al mar!,Apartamento,Alojamiento entero,La Romana,4495,14,6,9,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.10603E+18,The Virginian,Apartamento,Alojamiento entero,Puerto Plata,108,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
8.6978E+17,Hotel de lujo en Cabarete,Apartamento,Habitación,Puerto Plata,159,4,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
45454258,"""Acogedora playa hogareña, piscina y apartamento frente al mar"".",Apartamento,Alojamiento entero,Juan Dolio,150,6,2,4,2,1,77,4.95,4.9,4.9,4.9,5,5,5,1,0,0,0
5.96491E+17,Ático del propietario 2BR vistas panorámicas playa Sosua,Apartotel,Alojamiento entero,Puerto Plata,72,4,2,No encontrado,1,0,3,4.67,4.3,4.7,4.7,4.7,5,5,1,0,1,0
7.81185E+17,Villa apta para huéspedes de 2 dormitorios con piscina privada,Apartamento,Alojamiento entero,Puerto Plata,190,5,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
27727683,Apartamento Juan Dolio,Apartamento,Alojamiento entero,Santo Domingo,143,6,2,6,2,0,55,4.76,4.7,4.9,4.9,5,4.9,4.8,1,0,0,1
50578019,Apartamento de lujo de 2 dormitorios con piscina y cerca de la playa,Apartotel,Alojamiento entero,Juan Dolio,55,4,2,2,2,1,49,4.82,4.7,4.9,4.9,5,4.7,4.8,1,1,0,0
31596022,Villas de lujo de 6 dormitorios en 5* All-Incl VIP Resort,Apartotel,Alojamiento entero,Puerto Plata,219,12,6,6,No encontrado,1,5,4.8,5,4.6,5,4.8,4.8,4.8,1,1,0,0
1.15093E+18,Villa 7 BR con piscina privada VIP,Apartamento,Alojamiento entero,Puerto Plata,400,14,7,No encontrado,8,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
37808612,"El corazón de Sosua, cerca de la playa",Apartamento,Alojamiento entero,Puerto Plata,80,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
22860240,Acogedor y espacioso apartamento. Casi todo.,Villa,Alojamiento entero,La Romana,65,6,3,4,2,0,No encontrado,No encontrado,4,4.2,4.4,4.4,4.1,4.4,1,1,1,0
9.35732E+17,"Villa Campo, 5 Min de Sosua Bech",Apartamento,Alojamiento entero,Puerto Plata,270,10,5,6,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
9.1686E+17,Oferta 50 dólar por noche,Apartamento,Alojamiento entero,Santo Domingo,39,4,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
31902782,Casa Mirador del Este,Apartotel,Alojamiento entero,Santo Domingo,30,4,3,7,2,0,5,4.4,4.6,5,5,4.8,4.6,4.8,1,1,1,0
1.10295E+18,Espaciosas Srvittinivillas para un ingenio moderno de lujo en familia,Apartamento,Alojamiento entero,La Romana,4940,16,4,13,6,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
35344076,Hotel MT Plaza Brisas de Bavaro,Alojamiento,Habitación,Bávaro,57,No encontrado,1,1,1,0,6,4.33,4.5,4.3,4.8,4.7,4.7,4.7,1,0,1,0
8.23863E+17,Villa Coral Green One,Apartotel,Alojamiento entero,Puerto Plata,210,4,2,2,2,0,6,4.83,4.8,5,5,5,5,5,1,0,1,0
42589461,Narciso,Apartotel,Alojamiento entero,Samaná,72,4,2,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
9.28853E+17,Nuevo apartamento de 2 dormitorios | Balcón y piscina,Alojamiento,Alojamiento entero,La Romana,100,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.10886E+18,Alana Del 1 apartamento,Apartotel,Alojamiento entero,Santo Domingo,75,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
8.49928E+17,"¡Encantador hotel con aire acondicionado, estacionamiento gratuito y wifi !",Apartotel,Habitación,La Romana,28,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
5.55962E+17,Encantadora unidad de alquiler de 2 dormitorios con patio,Apartotel,Alojamiento entero,Puerto Plata,62,6,2,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.05129E+18,Luxury Resort Junior Suite en Puerto Plata,Apartamento,Habitación,Puerto Plata,112,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
8.57103E+17,"La Mejor Vista en Samana,frente a la Bahía",Apartamento,Alojamiento entero,Samaná,100,4,1,2,2,1,23,4.91,4.9,5,4.9,5,4.8,5,1,1,0,0
1.12701E+18,apartamento comodo en el centro,Apartotel,Alojamiento entero,Samaná,22,2,1,No encontrado,1,0,3,5,5,5,5,5,5,5,1,0,1,1
1.15283E+18,Amoroso para 3,Apartotel,Alojamiento entero,Samaná,40,3,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
2482462,"Villa, 2 dormitorios - piscina Y jardín tropical",Apartotel,Alojamiento entero,Puerto Plata,203,4,2,3,2,1,3,5,5,5,5,5,5,5,0,1,0,1
6.79529E+17,Casa acojedora ideal para vacaciones en familia,Apartotel,Alojamiento entero,Puerto Plata,79,6,3,No encontrado,2,0,12,4.67,4.9,4.9,4.6,4.8,4.7,4.7,0,0,0,0
44448809,Villa Almendra 302 - Bright Beachfront Apartment,Apartamento,Alojamiento entero,Santo Domingo,60,2,1,1,2,1,11,4.91,5,5,5,5,4.9,4.9,0,0,1,1
1.13339E+18,Habitación frente a la playa BC,Apartotel,Habitación,Santo Domingo,23,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
8.0328E+17,Acogedora habitación en el corazón de la ciudad,Apartotel,Habitación,Santo Domingo,21,2,1,1,1,0,No encontrado,No encontrado,3.7,3.7,5,3.7,3.7,3.7,0,0,0,1
9.08589E+17,Amplio apartamento de 1 dormitorio,Apartotel,Alojamiento entero,Puerto Plata,69,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.16159E+18,706 giuseppe victorian hotel,Apartotel,Habitación,Puerto Plata,92,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
7.76661E+17,"Aquarella, Playa Juan Dolio, el paraíso caribeño",Apartotel,Alojamiento entero,Juan Dolio,No encontrado,4,2,1,1,1,No encontrado,No encontrado,4.9,4.9,4.9,4.9,4.7,4.8,1,1,1,0
7.51086E+17,Apartamento de dos dormitorios en el siguiente nivel del Apartahotel,Apartotel,Alojamiento entero,Punta Cana,186,8,2,4,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
